CustomerKey,Full Name,Gender,DateFirstPurchase,City,State,Country
11396,Ian Lopez,Male,26-10-2020,Saarlouis,Saarland,Germany
11397,Latoya Shan,Female,07-07-2020,Paris,Seine (Paris),France
11398,Colin Nath,Male,03-07-2018,Newcastle upon Tyne,England,United Kingdom
11399,Brenda Mehta,Female,13-04-2020,Paris,Seine (Paris),France
11400,Franklin Raji,Male,15-07-2018,London,England,United Kingdom
11401,Linda Navarro,Female,28-10-2019,Paris,Seine (Paris),France
11402,Kelli Cai,Female,07-11-2019,Orleans,Loiret,France
11403,Nancy Schmidt,Female,28-10-2019,Saint Ouen,Charente-Maritime,France
11404,Megan Taylor,Female,10-02-2020,Kassel,Hessen,Germany
11405,Bonnie Goel,Female,31-03-2020,Bonn,Hamburg,Germany
11406,Latoya Xu,Female,04-11-2019,Paris,Seine (Paris),France
11407,Mario She,Male,23-06-2020,Münster,Saarland,Germany
11408,Darren Gill,Male,05-03-2020,London,England,United Kingdom
11409,Jacqueline Hayes,Female,17-11-2019,Saint Germain en Laye,Yveline,France
11410,Maurice Goel,Male,13-11-2019,Paris,Seine (Paris),France
11411,Devin Ross,Male,04-08-2020,Ingolstadt,Bayern,Germany
11412,Sydney Bryant,Female,05-11-2018,Ingolstadt,Bayern,Germany
11413,Megan Stewart,Female,10-08-2018,Gateshead,England,United Kingdom
11414,Ian Richardson,Male,13-08-2018,Kirkby,England,United Kingdom
11415,Randy She,Male,16-08-2020,Darmstadt,Hessen,Germany
11416,Katrina Becker,Female,07-11-2019,Croix,Nord,France
11417,Lacey Zheng,Female,04-11-2019,Pantin,Seine Saint Denis,France
11418,Rafael Hu,Male,17-12-2020,Paderborn,Nordrhein-Westfalen,Germany
11419,Kyle Scott,Male,12-03-2020,Watford,England,United Kingdom
11420,Jordan Turner,Male,01-11-2019,Roubaix,Nord,France
11421,Amy Sun,Female,03-11-2018,Offenbach,Saarland,Germany
11422,Dustin Deng,Male,22-08-2018,Liverpool,England,United Kingdom
11423,Jasmine Stewart,Female,10-12-2018,Hamburg,Hamburg,Germany
11424,Pamela Garcia,Female,21-04-2020,Berlin,Saarland,Germany
11425,Ariana Gray,Female,22-11-2019,Metz,Moselle,France
11426,Kristopher Mehta,Male,09-04-2020,Braunschweig,Nordrhein-Westfalen,Germany
11427,Desiree Dominguez,Female,20-12-2018,Kiel,Saarland,Germany
11428,Deanna Perez,Female,05-12-2018,Poing,Saarland,Germany
11429,Marco Lopez,Male,14-12-2019,Sèvres,Hauts de Seine,France
11430,Casey Yuan,Female,19-03-2020,Bottrop,Nordrhein-Westfalen,Germany
11431,Bryant Garcia,Male,21-12-2018,Hof,Bayern,Germany
11432,Dominique Prasad,Female,10-12-2019,Roissy en Brie,Seine et Marne,France
11433,Maurice Shan,Male,02-12-2019,Tremblay-en-France,Seine Saint Denis,France
11434,Andre Lopez,Male,15-06-2020,West Sussex,England,United Kingdom
11435,Robin Romero,Female,04-01-2021,Kiel,Saarland,Germany
11436,Taylor Cox,Female,22-05-2020,Watford,England,United Kingdom
11437,Alfredo Moreno,Male,19-12-2020,Villeneuve-d'Ascq,Nord,France
11438,Jenny Nara,Female,05-02-2020,Werne,Nordrhein-Westfalen,Germany
11439,Janet Munoz,Female,29-11-2019,Paris La Defense,Hauts de Seine,France
11440,Sergio Weber,Male,27-03-2020,Lille,Nord,France
11441,Erika Gomez,Female,08-01-2021,Paris,Seine (Paris),France
11442,Joseph Harris,Male,29-09-2020,Tremblay-en-France,Seine Saint Denis,France
11443,Grace Griffin,Female,07-06-2018,Hobart,Tasmania,Australia
11444,Tina Mehta,Female,01-06-2018,Bendigo,Victoria,Australia
11445,Kari Kim,Female,06-06-2018,Silverwater,New South Wales,Australia
11446,Bethany Chander,Female,18-06-2018,Lane Cove,New South Wales,Australia
11447,Jennifer Roberts,Female,28-06-2018,Hervey Bay,Queensland,Australia
11448,Kyle Patterson,Male,16-06-2018,Melbourne,Victoria,Australia
11449,Alvin Hu,Male,19-06-2018,Seaford,Victoria,Australia
11450,Brett Mehta,Male,29-06-2018,Cloverdale,South Australia,Australia
11451,Ruben Muñoz,Male,29-07-2018,Newcastle,New South Wales,Australia
11452,Erika Rubio,Female,11-07-2018,Caloundra,Queensland,Australia
11453,Stanley Malhotra,Male,15-07-2018,Hobart,Tasmania,Australia
11454,Melinda Navarro,Female,31-07-2018,Melbourne,Victoria,Australia
11455,Ross Sanz,Male,01-07-2018,Melton,Victoria,Australia
11456,Jon Gao,Male,17-07-2018,St. Leonards,New South Wales,Australia
11457,Jaime Gutierrez,Female,17-07-2018,Wollongong,New South Wales,Australia
11458,Bianca Liu,Female,30-03-2020,Springwood,New South Wales,Australia
11459,Tasha Deng,Female,27-07-2018,Port Macquarie,New South Wales,Australia
11460,Melvin Chande,Male,21-07-2018,Cranbourne,Victoria,Australia
11461,Victor Jimenez,Male,31-07-2018,Lavender Bay,New South Wales,Australia
11462,Laura Lin,Female,16-07-2018,Matraville,New South Wales,Australia
11463,Alisha Beck,Female,05-03-2020,Cloverdale,South Australia,Australia
11464,Alejandro Huang,Male,22-07-2018,South Melbourne,Victoria,Australia
11465,Louis Luo,Male,14-07-2018,Gold Coast,Queensland,Australia
11466,Grant Tang,Male,22-05-2020,Lavender Bay,New South Wales,Australia
11467,Arturo Zheng,Male,31-07-2020,St. Leonards,New South Wales,Australia
11468,Jaclyn Andersen,Female,08-08-2018,York,England,United Kingdom
11469,Edwin Raji,Male,09-08-2020,York,England,United Kingdom
11470,Jay Suarez,Male,22-01-2019,Stuttgart,Saarland,Germany
11471,Latasha Suarez,Female,17-05-2020,Chatou,Yveline,France
11472,Kenneth Kumar,Male,26-07-2018,Hawthorne,Queensland,Australia
11473,Grace Henderson,Female,02-06-2020,Drancy,Seine Saint Denis,France
11474,Melvin Xu,Male,26-09-2020,Peterborough,England,United Kingdom
11475,Cesar Subram,Male,23-04-2020,London,England,United Kingdom
11476,Erika Navarro,Female,01-11-2020,Kirkby,England,United Kingdom
11477,Tristan Hughes,Male,25-09-2020,Darmstadt,Hessen,Germany
11478,Billy Hernandez,Male,19-04-2020,Sèvres,Hauts de Seine,France
11479,Darryl Wu,Male,05-12-2019,Saint Ouen,Loir et Cher,France
11480,Colleen Ma,Female,25-12-2019,Tremblay-en-France,Seine Saint Denis,France
11481,Erica Hu,Female,27-01-2019,Braunschweig,Nordrhein-Westfalen,Germany
11482,Adrienne Torres,Female,08-09-2018,Warrington,England,United Kingdom
11483,Calvin Chande,Male,22-12-2019,Paris,Seine (Paris),France
11484,Erick Sai,Male,02-01-2019,Neunkirchen,Saarland,Germany
11485,Donald Chandra,Male,14-09-2018,Esher-Molesey,England,United Kingdom
11486,Ariana Rogers,Female,24-11-2020,Erlangen,Bayern,Germany
11487,Morgan Jones,Female,15-12-2020,Dunkerque,Nord,France
11488,Jermaine Lopez,Male,28-10-2018,London,England,United Kingdom
11489,Deborah Goel,Female,28-10-2018,Oxford,England,United Kingdom
11490,Danny Rubio,Male,04-04-2020,Paris La Defense,Hauts de Seine,France
11491,Andre Perez,Male,07-11-2018,London,England,United Kingdom
11492,Terrence Chander,Male,11-02-2019,Eilenburg,Brandenburg,Germany
11493,Dawn Wu,Female,14-11-2018,London,England,United Kingdom
11494,Jimmy Gutierrez,Male,23-12-2018,Runcorn,England,United Kingdom
11495,Francis Jimenez,Male,26-10-2020,Bonn,Nordrhein-Westfalen,Germany
11496,Gary Ortega,Male,30-11-2018,Warrington,England,United Kingdom
11497,Katrina Nath,Female,04-11-2020,Newcastle upon Tyne,England,United Kingdom
11498,Arturo Sun,Male,28-02-2020,Cliffside,British Columbia,Canada
11499,Pedro Vance,Male,06-04-2020,Concord,California,United States
11500,Sarah Simmons,Female,31-01-2020,Langley,British Columbia,Canada
11501,Brandy Chandra,Female,27-03-2020,Cliffside,British Columbia,Canada
11502,Jared Peterson,Male,30-01-2020,Shawnee,British Columbia,Canada
11503,Dennis Wu,Male,26-05-2020,Coronado,California,United States
11504,Jordan Baker,Female,01-05-2020,Downey,California,United States
11505,Jasmine Powell,Female,22-02-2020,Burnaby,British Columbia,Canada
11506,Nicholas Brown,Male,08-03-2020,Port Hammond,British Columbia,Canada
11507,Isabella Russell,Female,17-02-2020,Victoria,British Columbia,Canada
11508,Elizabeth Wilson,Female,02-05-2020,Lynnwood,Washington,United States
11509,Roger Harui,Female,29-07-2020,Novato,California,United States
11510,Seth Roberts,Male,12-03-2020,N. Vancouver,British Columbia,Canada
11511,Caleb Perry,Male,13-03-2020,Lebanon,Oregon,United States
11512,Natalie Campbell,Female,28-12-2020,Oak Bay,British Columbia,Canada
11513,Alyssa Howard,Female,08-06-2020,Royal Oak,British Columbia,Canada
11514,Dalton Diaz,Male,24-06-2020,Tacoma,Washington,United States
11515,Shannon Huang,Female,31-08-2018,Burbank,California,United States
11516,Mya Gonzales,Female,15-09-2018,Colma,California,United States
11517,Katherine Bryant,Female,26-06-2020,Redwood City,California,United States
11518,Edward Washington,Male,27-10-2020,Milwaukie,Oregon,United States
11519,Jerome Navarro,Male,13-03-2020,Cliffside,British Columbia,Canada
11520,Jada Morgan,Female,22-02-2020,Port Hammond,British Columbia,Canada
11521,Ariana Peterson,Female,05-03-2020,Walla Walla,Washington,United States
11522,Christian Hughes,Male,03-09-2018,Oregon City,Oregon,United States
11523,Lucas Taylor,Male,15-02-2020,N. Vancouver,British Columbia,Canada
11524,Alyssa Jackson,Female,28-08-2020,Torrance,California,United States
11525,Ariana Cook,Female,06-09-2018,Lebanon,Oregon,United States
11526,Katherine Diaz,Female,03-02-2020,Westminster,British Columbia,Canada
11527,Jenna Green,Female,07-02-2020,San Gabriel,California,United States
11528,Joan Washington,Female,12-09-2018,Glendale,California,United States
11529,Austin Bryant,Male,24-09-2018,Portland,Oregon,United States
11530,Andrew Martinez,Male,28-01-2020,N. Vancouver,British Columbia,Canada
11531,Nina Yuan,Female,30-08-2018,Beverly Hills,California,United States
11532,Lauren Miller,Female,05-04-2020,Redmond,Washington,United States
11533,Ebony Gill,Female,14-05-2020,Birmingham,Alabama,United States
11534,Cameron Lewis,Male,18-09-2018,Long Beach,California,United States
11535,Devin Nelson,Male,02-09-2018,Lebanon,Oregon,United States
11536,Logan Chow,Male,24-09-2018,Fremont,California,United States
11537,Dakota Ross,Male,21-09-2018,Colma,California,United States
11538,Nicole Taylor,Female,16-09-2018,Palo Alto,California,United States
11539,Justin Washington,Male,23-09-2018,Concord,California,United States
11540,Alberto Navarro,Male,13-09-2018,Coronado,California,United States
11541,Aidan Ross,Male,12-09-2018,Portland,Oregon,United States
11542,Alejandro Tang,Male,11-05-2020,York,England,United Kingdom
11543,Sheena Chande,Female,21-12-2020,Paris,Seine (Paris),France
11544,Joel Garcia,Male,28-08-2020,Darmstadt,Hessen,Germany
11545,Reginald Dominguez,Male,13-07-2020,Paris,Seine (Paris),France
11546,Christine Chande,Female,02-12-2019,Roubaix,Nord,France
11547,Cindy Sai,Female,25-12-2019,Paris,Seine (Paris),France
11548,Raymond Sanchez,Male,02-12-2018,Berkshire,England,United Kingdom
11549,Crystal Liang,Female,21-12-2018,London,England,United Kingdom
11550,Deb Torres,Female,20-01-2019,Oxford,England,United Kingdom
11551,Shannon Alvarez,Male,01-03-2020,Colombes,Hauts de Seine,France
11552,Eddie Rubio,Male,06-01-2021,Salzgitter,Hessen,Germany
11553,Sharon Luo,Female,22-08-2020,Reading,England,United Kingdom
11554,Sydney Simmons,Female,08-05-2020,Tremblay-en-France,Seine Saint Denis,France
11555,Alexandria Henderson,Female,08-05-2020,Esher-Molesey,England,United Kingdom
11556,Lucas Evans,Male,21-12-2020,Warrington,England,United Kingdom
11557,Felicia Ramos,Female,08-08-2020,York,England,United Kingdom
11558,Ivan Malhotra,Male,30-11-2020,Woolston,England,United Kingdom
11559,Frederick Subram,Male,29-11-2020,Solingen,Nordrhein-Westfalen,Germany
11560,Whitney Srini,Female,03-12-2020,London,England,United Kingdom
11561,Briana Dominguez,Female,19-02-2019,München,Nordrhein-Westfalen,Germany
11562,Jarrod Gonzalez,Male,26-06-2020,Leipzig,Nordrhein-Westfalen,Germany
11563,Cesar Srini,Male,05-07-2020,London,England,United Kingdom
11564,Jorge Liang,Male,16-02-2019,Frankfurt am Main,Hamburg,Germany
11565,Erik Diaz,Male,08-09-2020,Berks,England,United Kingdom
11566,April Shan,Female,28-01-2020,Cergy,Val d'Oise,France
11567,Carla Perez,Female,15-03-2020,Berlin,Saarland,Germany
11568,Alexia Foster,Female,10-01-2019,Cheltenham,England,United Kingdom
11569,Troy Malhotra,Male,20-11-2020,West Sussex,England,United Kingdom
11570,Kristin Andersen,Female,25-03-2019,Berlin,Hessen,Germany
11571,Joel Sai,Male,12-12-2019,Orleans,Loiret,France
11572,Billy Moreno,Male,09-12-2019,Dunkerque,Nord,France
11573,Meagan Subram,Female,27-07-2020,Woolston,England,United Kingdom
11574,Karla Luo,Female,15-03-2020,West Sussex,England,United Kingdom
11575,Jackson Campbell,Male,20-01-2019,Leeds,England,United Kingdom
11576,Micah Zhu,Male,15-12-2019,Croix,Nord,France
11577,Janet Serrano,Female,21-12-2019,Paris,Seine (Paris),France
11578,Trisha Huang,Female,29-11-2019,Pantin,Seine Saint Denis,France
11579,Clayton Beck,Male,31-07-2020,Warrington,England,United Kingdom
11580,Melvin Raje,Male,16-04-2020,Berkshire,England,United Kingdom
11581,Cindy Jordan,Female,11-02-2020,Paris,Seine (Paris),France
11582,Claudia Ma,Female,07-12-2019,Pantin,Seine Saint Denis,France
11583,Karla Xu,Female,21-12-2019,Chatou,Yveline,France
11584,Devin Carter,Male,16-09-2020,Neunkirchen,Saarland,Germany
11585,Kari Perez,Female,10-01-2021,Billericay,England,United Kingdom
11586,Alberto Romero,Male,28-10-2020,York,England,United Kingdom
11587,Kevin Bryant,Male,29-11-2019,Metz,Moselle,France
11588,Candace Mehta,Female,29-11-2019,Saint-Denis,Seine Saint Denis,France
11589,Ebony Malhotra,Female,04-06-2020,London,England,United Kingdom
11590,Erika Diaz,Female,01-12-2019,Drancy,Seine Saint Denis,France
11591,Stacey Lu,Female,11-01-2018,Versailles,Yveline,France
11592,Darrell Raji,Male,11-01-2018,Paris,Seine (Paris),France
11593,Armando Moreno,Male,21-01-2018,Orleans,Loiret,France
11594,Corey Goel,Male,17-08-2020,Verrieres Le Buisson,Essonne,France
11595,Sebastian Howard,Male,30-12-2020,Erlangen,Bayern,Germany
11596,Roger Raje,Male,01-10-2020,Runcorn,England,United Kingdom
11597,Janelle Chandra,Female,05-01-2021,Orly,Val de Marne,France
11598,Meredith Ruiz,Female,11-03-2019,Saarbrücken,Saarland,Germany
11599,Melody Diaz,Female,18-01-2018,Les Ulis,Essonne,France
11600,Linda Rubio,Female,06-05-2020,Sèvres,Hauts de Seine,France
11601,Ivan Raman,Male,19-01-2018,Versailles,Yveline,France
11602,Larry Gill,Male,10-07-2020,Salzgitter,Hessen,Germany
11603,Geoffrey Gonzalez,Male,18-01-2019,London,England,United Kingdom
11604,Edgar Sanchez,Male,03-01-2019,Wokingham,England,United Kingdom
11605,Heidi Subram,Female,08-03-2019,Stuttgart,Saarland,Germany
11606,Melody Ramos,Female,08-01-2018,Morangis,Essonne,France
11607,Clinton Moreno,Male,19-01-2018,Paris,Seine (Paris),France
11608,Cesar Madan,Male,13-12-2020,Paris La Defense,Hauts de Seine,France
11609,Eugene Ye,Male,28-01-2019,York,England,United Kingdom
11610,Blake Collins,Male,10-01-2019,Stoke-on-Trent,England,United Kingdom
11611,Ernest Lin,Male,23-01-2018,Orleans,Loiret,France
11612,Keith Andersen,Male,02-02-2019,Berkshire,England,United Kingdom
11613,Meredith Prasad,Female,13-05-2019,Leipzig,Nordrhein-Westfalen,Germany
11614,Katrina Sharma,Female,10-05-2019,Offenbach,Saarland,Germany
11615,Dwayne Navarro,Male,22-02-2019,Lancaster,England,United Kingdom
11616,Casey Nath,Female,03-02-2019,Milton Keynes,England,United Kingdom
11617,Sean Brooks,Male,10-09-2018,Grossmont,California,United States
11618,Brian Ramirez,Male,09-02-2020,Cliffside,British Columbia,Canada
11619,Sierra Young,Female,08-02-2020,Victoria,British Columbia,Canada
11620,Megan Rodriguez,Female,08-02-2020,Bellingham,Washington,United States
11621,Leah She,Female,01-08-2020,Bremerton,Washington,United States
11622,Gabriel Allen,Male,08-04-2020,Kirkland,Washington,United States
11623,Angela Perry,Female,07-09-2018,Fremont,California,United States
11624,Ryan Smith,Male,21-09-2018,Mill Valley,California,United States
11625,Zachary Moore,Male,24-09-2018,Palo Alto,California,United States
11626,Destiny Rogers,Female,01-09-2018,San Francisco,California,United States
11627,Dalton Gray,Male,27-08-2020,Spring Valley,California,United States
11628,Mariah Wood,Female,12-09-2018,Bellflower,California,United States
11629,Isaiah Wright,Male,25-09-2018,Newport Beach,California,United States
11630,Haley Powell,Female,21-09-2018,Seattle,Washington,United States
11631,Antonio Bennett,Male,07-02-2020,Langley,British Columbia,Canada
11632,Alexandra Jenkins,Female,30-01-2020,Langford,British Columbia,Canada
11633,Thomas Anderson,Male,13-11-2020,Burien,Washington,United States
11634,Samuel Collins,Male,11-03-2020,Puyallup,Washington,United States
11635,Darrell Chande,Male,08-02-2020,Beverly Hills,California,United States
11636,Kimberly Cox,Female,11-09-2020,Daly City,California,United States
11637,Morgan Hernandez,Female,08-02-2020,Los Angeles,California,United States
11638,Antonio Powell,Male,19-10-2020,Mill Valley,California,United States
11639,Angelica Perry,Female,09-11-2020,Mill Valley,California,United States
11640,Chloe Wilson,Female,15-03-2020,Langford,British Columbia,Canada
